id,full_date,year,year_week,year_day,fiscal_year,fiscal_qtr,month,month_name,week_day,day_name,day_is_weekday
2017-07-05,2017-07-05,2017,27,5,2017,3,7,July,3,Wednesday,1
2017-07-06,2017-07-06,2017,27,6,2017,3,7,July,4,Thursday,1
2017-07-07,2017-07-07,2017,27,7,2017,3,7,July,5,Friday,1
2017-07-08,2017-07-08,2017,27,8,2017,3,7,July,6,Saturday,0
2017-07-09,2017-07-09,2017,28,9,2017,3,7,July,0,Sunday,0
2017-07-10,2017-07-10,2017,28,10,2017,3,7,July,1,Monday,1
2017-07-11,2017-07-11,2017,28,11,2017,3,7,July,2,Tuesday,1
2017-07-12,2017-07-12,2017,28,12,2017,3,7,July,3,Wednesday,1
2017-07-13,2017-07-13,2017,28,13,2017,3,7,July,4,Thursday,1
2017-07-14,2017-07-14,2017,28,14,2017,3,7,July,5,Friday,1
2017-07-15,2017-07-15,2017,28,15,2017,3,7,July,6,Saturday,0
2017-07-16,2017-07-16,2017,29,16,2017,3,7,July,0,Sunday,0
2017-07-17,2017-07-17,2017,29,17,2017,3,7,July,1,Monday,1
2017-07-18,2017-07-18,2017,29,18,2017,3,7,July,2,Tuesday,1
2017-07-19,2017-07-19,2017,29,19,2017,3,7,July,3,Wednesday,1
2017-07-20,2017-07-20,2017,29,20,2017,3,7,July,4,Thursday,1
2017-07-21,2017-07-21,2017,29,21,2017,3,7,July,5,Friday,1
2017-07-22,2017-07-22,2017,29,22,2017,3,7,July,6,Saturday,0
2017-07-23,2017-07-23,2017,30,23,2017,3,7,July,0,Sunday,0
2017-07-24,2017-07-24,2017,30,24,2017,3,7,July,1,Monday,1
2017-07-25,2017-07-25,2017,30,25,2017,3,7,July,2,Tuesday,1
2017-07-26,2017-07-26,2017,30,26,2017,3,7,July,3,Wednesday,1
2017-07-27,2017-07-27,2017,30,27,2017,3,7,July,4,Thursday,1
2017-07-28,2017-07-28,2017,30,28,2017,3,7,July,5,Friday,1
2017-07-29,2017-07-29,2017,30,29,2017,3,7,July,6,Saturday,0
2017-07-30,2017-07-30,2017,31,30,2017,3,7,July,0,Sunday,0
2017-07-31,2017-07-31,2017,31,31,2017,3,7,July,1,Monday,1
2017-08-01,2017-08-01,2017,31,1,2017,3,8,August,2,Tuesday,1
2017-08-02,2017-08-02,2017,31,2,2017,3,8,August,3,Wednesday,1
2017-08-03,2017-08-03,2017,31,3,2017,3,8,August,4,Thursday,1
2017-08-04,2017-08-04,2017,31,4,2017,3,8,August,5,Friday,1
2017-08-05,2017-08-05,2017,31,5,2017,3,8,August,6,Saturday,0
2017-08-06,2017-08-06,2017,32,6,2017,3,8,August,0,Sunday,0
2017-08-07,2017-08-07,2017,32,7,2017,3,8,August,1,Monday,1
2017-08-08,2017-08-08,2017,32,8,2017,3,8,August,2,Tuesday,1
2017-08-09,2017-08-09,2017,32,9,2017,3,8,August,3,Wednesday,1
2017-08-10,2017-08-10,2017,32,10,2017,3,8,August,4,Thursday,1
2017-08-11,2017-08-11,2017,32,11,2017,3,8,August,5,Friday,1
2017-08-12,2017-08-12,2017,32,12,2017,3,8,August,6,Saturday,0
2017-08-13,2017-08-13,2017,33,13,2017,3,8,August,0,Sunday,0
2017-08-14,2017-08-14,2017,33,14,2017,3,8,August,1,Monday,1
2017-08-15,2017-08-15,2017,33,15,2017,3,8,August,2,Tuesday,1
2017-08-16,2017-08-16,2017,33,16,2017,3,8,August,3,Wednesday,1
2017-08-17,2017-08-17,2017,33,17,2017,3,8,August,4,Thursday,1
2017-08-18,2017-08-18,2017,33,18,2017,3,8,August,5,Friday,1
2017-08-19,2017-08-19,2017,33,19,2017,3,8,August,6,Saturday,0
2017-08-20,2017-08-20,2017,34,20,2017,3,8,August,0,Sunday,0
2017-08-21,2017-08-21,2017,34,21,2017,3,8,August,1,Monday,1
2017-08-22,2017-08-22,2017,34,22,2017,3,8,August,2,Tuesday,1
2017-08-23,2017-08-23,2017,34,23,2017,3,8,August,3,Wednesday,1
2017-08-24,2017-08-24,2017,34,24,2017,3,8,August,4,Thursday,1
2017-08-25,2017-08-25,2017,34,25,2017,3,8,August,5,Friday,1
2017-08-26,2017-08-26,2017,34,26,2017,3,8,August,6,Saturday,0
2017-08-27,2017-08-27,2017,35,27,2017,3,8,August,0,Sunday,0
2017-08-28,2017-08-28,2017,35,28,2017,3,8,August,1,Monday,1
2017-08-29,2017-08-29,2017,35,29,2017,3,8,August,2,Tuesday,1
2017-08-30,2017-08-30,2017,35,30,2017,3,8,August,3,Wednesday,1
2017-08-31,2017-08-31,2017,35,31,2017,3,8,August,4,Thursday,1
2017-09-01,2017-09-01,2017,35,1,2017,3,9,September,5,Friday,1
2017-09-02,2017-09-02,2017,35,2,2017,3,9,September,6,Saturday,0
2017-09-03,2017-09-03,2017,36,3,2017,3,9,September,0,Sunday,0
2017-09-04,2017-09-04,2017,36,4,2017,3,9,September,1,Monday,1
2017-09-05,2017-09-05,2017,36,5,2017,3,9,September,2,Tuesday,1
2017-09-06,2017-09-06,2017,36,6,2017,3,9,September,3,Wednesday,1
2017-09-07,2017-09-07,2017,36,7,2017,3,9,September,4,Thursday,1
2017-09-08,2017-09-08,2017,36,8,2017,3,9,September,5,Friday,1
2017-09-09,2017-09-09,2017,36,9,2017,3,9,September,6,Saturday,0
2017-09-10,2017-09-10,2017,37,10,2017,3,9,September,0,Sunday,0
2017-09-11,2017-09-11,2017,37,11,2017,3,9,September,1,Monday,1
2017-09-12,2017-09-12,2017,37,12,2017,3,9,September,2,Tuesday,1
2017-09-13,2017-09-13,2017,37,13,2017,3,9,September,3,Wednesday,1
2017-09-14,2017-09-14,2017,37,14,2017,3,9,September,4,Thursday,1
2017-09-15,2017-09-15,2017,37,15,2017,3,9,September,5,Friday,1
2017-09-16,2017-09-16,2017,37,16,2017,3,9,September,6,Saturday,0
2017-09-17,2017-09-17,2017,38,17,2017,3,9,September,0,Sunday,0
2017-09-18,2017-09-18,2017,38,18,2017,3,9,September,1,Monday,1
2017-09-19,2017-09-19,2017,38,19,2017,3,9,September,2,Tuesday,1
2017-09-20,2017-09-20,2017,38,20,2017,3,9,September,3,Wednesday,1
2017-09-21,2017-09-21,2017,38,21,2017,3,9,September,4,Thursday,1
2017-09-22,2017-09-22,2017,38,22,2017,3,9,September,5,Friday,1
2017-09-23,2017-09-23,2017,38,23,2017,3,9,September,6,Saturday,0
2017-09-24,2017-09-24,2017,39,24,2017,3,9,September,0,Sunday,0
2017-09-25,2017-09-25,2017,39,25,2017,3,9,September,1,Monday,1
2017-09-26,2017-09-26,2017,39,26,2017,3,9,September,2,Tuesday,1
2017-09-27,2017-09-27,2017,39,27,2017,3,9,September,3,Wednesday,1
2017-09-28,2017-09-28,2017,39,28,2017,3,9,September,4,Thursday,1
2017-09-29,2017-09-29,2017,39,29,2017,3,9,September,5,Friday,1
2017-09-30,2017-09-30,2017,39,30,2017,3,9,September,6,Saturday,0
2017-10-01,2017-10-01,2017,40,1,2017,4,10,October,0,Sunday,0
2017-10-02,2017-10-02,2017,40,2,2017,4,10,October,1,Monday,1
2017-10-03,2017-10-03,2017,40,3,2017,4,10,October,2,Tuesday,1
2017-10-04,2017-10-04,2017,40,4,2017,4,10,October,3,Wednesday,1
2017-10-05,2017-10-05,2017,40,5,2017,4,10,October,4,Thursday,1
2017-10-06,2017-10-06,2017,40,6,2017,4,10,October,5,Friday,1
2017-10-07,2017-10-07,2017,40,7,2017,4,10,October,6,Saturday,0
2017-10-08,2017-10-08,2017,41,8,2017,4,10,October,0,Sunday,0
2017-10-09,2017-10-09,2017,41,9,2017,4,10,October,1,Monday,1
2017-10-10,2017-10-10,2017,41,10,2017,4,10,October,2,Tuesday,1
2017-10-11,2017-10-11,2017,41,11,2017,4,10,October,3,Wednesday,1
2017-10-12,2017-10-12,2017,41,12,2017,4,10,October,4,Thursday,1
2017-10-13,2017-10-13,2017,41,13,2017,4,10,October,5,Friday,1
2017-10-14,2017-10-14,2017,41,14,2017,4,10,October,6,Saturday,0
2017-10-15,2017-10-15,2017,42,15,2017,4,10,October,0,Sunday,0
2017-10-16,2017-10-16,2017,42,16,2017,4,10,October,1,Monday,1
2017-10-17,2017-10-17,2017,42,17,2017,4,10,October,2,Tuesday,1
2017-10-18,2017-10-18,2017,42,18,2017,4,10,October,3,Wednesday,1
2017-10-19,2017-10-19,2017,42,19,2017,4,10,October,4,Thursday,1
2017-10-20,2017-10-20,2017,42,20,2017,4,10,October,5,Friday,1
2017-10-21,2017-10-21,2017,42,21,2017,4,10,October,6,Saturday,0
2017-10-22,2017-10-22,2017,43,22,2017,4,10,October,0,Sunday,0
2017-10-23,2017-10-23,2017,43,23,2017,4,10,October,1,Monday,1
2017-10-24,2017-10-24,2017,43,24,2017,4,10,October,2,Tuesday,1
2017-10-25,2017-10-25,2017,43,25,2017,4,10,October,3,Wednesday,1
2017-10-26,2017-10-26,2017,43,26,2017,4,10,October,4,Thursday,1
2017-10-27,2017-10-27,2017,43,27,2017,4,10,October,5,Friday,1
2017-10-28,2017-10-28,2017,43,28,2017,4,10,October,6,Saturday,0
2017-10-29,2017-10-29,2017,44,29,2017,4,10,October,0,Sunday,0
2017-10-30,2017-10-30,2017,44,30,2017,4,10,October,1,Monday,1
2017-10-31,2017-10-31,2017,44,31,2017,4,10,October,2,Tuesday,1
2017-11-01,2017-11-01,2017,44,1,2017,4,11,November,3,Wednesday,1
2017-11-02,2017-11-02,2017,44,2,2017,4,11,November,4,Thursday,1
2017-11-03,2017-11-03,2017,44,3,2017,4,11,November,5,Friday,1
2017-11-04,2017-11-04,2017,44,4,2017,4,11,November,6,Saturday,0
2017-11-05,2017-11-05,2017,45,5,2017,4,11,November,0,Sunday,0
2017-11-06,2017-11-06,2017,45,6,2017,4,11,November,1,Monday,1
2017-11-07,2017-11-07,2017,45,7,2017,4,11,November,2,Tuesday,1
2017-11-08,2017-11-08,2017,45,8,2017,4,11,November,3,Wednesday,1
2017-11-09,2017-11-09,2017,45,9,2017,4,11,November,4,Thursday,1
2017-11-10,2017-11-10,2017,45,10,2017,4,11,November,5,Friday,1
2017-11-11,2017-11-11,2017,45,11,2017,4,11,November,6,Saturday,0
2017-11-12,2017-11-12,2017,46,12,2017,4,11,November,0,Sunday,0
2017-11-13,2017-11-13,2017,46,13,2017,4,11,November,1,Monday,1
2017-11-14,2017-11-14,2017,46,14,2017,4,11,November,2,Tuesday,1
2017-11-15,2017-11-15,2017,46,15,2017,4,11,November,3,Wednesday,1
2017-11-16,2017-11-16,2017,46,16,2017,4,11,November,4,Thursday,1
2017-11-17,2017-11-17,2017,46,17,2017,4,11,November,5,Friday,1
2017-11-18,2017-11-18,2017,46,18,2017,4,11,November,6,Saturday,0
2017-11-19,2017-11-19,2017,47,19,2017,4,11,November,0,Sunday,0
2017-11-20,2017-11-20,2017,47,20,2017,4,11,November,1,Monday,1
2017-11-21,2017-11-21,2017,47,21,2017,4,11,November,2,Tuesday,1
2017-11-22,2017-11-22,2017,47,22,2017,4,11,November,3,Wednesday,1
2017-11-23,2017-11-23,2017,47,23,2017,4,11,November,4,Thursday,1
2017-11-24,2017-11-24,2017,47,24,2017,4,11,November,5,Friday,1
2017-11-25,2017-11-25,2017,47,25,2017,4,11,November,6,Saturday,0
2017-11-26,2017-11-26,2017,48,26,2017,4,11,November,0,Sunday,0
2017-11-27,2017-11-27,2017,48,27,2017,4,11,November,1,Monday,1
2017-11-28,2017-11-28,2017,48,28,2017,4,11,November,2,Tuesday,1
2017-11-29,2017-11-29,2017,48,29,2017,4,11,November,3,Wednesday,1
2017-11-30,2017-11-30,2017,48,30,2017,4,11,November,4,Thursday,1
2017-12-01,2017-12-01,2017,48,1,2017,4,12,December,5,Friday,1
2017-12-02,2017-12-02,2017,48,2,2017,4,12,December,6,Saturday,0
2017-12-03,2017-12-03,2017,49,3,2017,4,12,December,0,Sunday,0
2017-12-04,2017-12-04,2017,49,4,2017,4,12,December,1,Monday,1
2017-12-05,2017-12-05,2017,49,5,2017,4,12,December,2,Tuesday,1
2017-12-06,2017-12-06,2017,49,6,2017,4,12,December,3,Wednesday,1
2017-12-07,2017-12-07,2017,49,7,2017,4,12,December,4,Thursday,1
2017-12-08,2017-12-08,2017,49,8,2017,4,12,December,5,Friday,1
2017-12-09,2017-12-09,2017,49,9,2017,4,12,December,6,Saturday,0
2017-12-10,2017-12-10,2017,50,10,2017,4,12,December,0,Sunday,0
2017-12-11,2017-12-11,2017,50,11,2017,4,12,December,1,Monday,1
2017-12-12,2017-12-12,2017,50,12,2017,4,12,December,2,Tuesday,1
2017-12-13,2017-12-13,2017,50,13,2017,4,12,December,3,Wednesday,1
2017-12-14,2017-12-14,2017,50,14,2017,4,12,December,4,Thursday,1
2017-12-15,2017-12-15,2017,50,15,2017,4,12,December,5,Friday,1
2017-12-16,2017-12-16,2017,50,16,2017,4,12,December,6,Saturday,0
2017-12-17,2017-12-17,2017,51,17,2017,4,12,December,0,Sunday,0
2017-12-18,2017-12-18,2017,51,18,2017,4,12,December,1,Monday,1
2017-12-19,2017-12-19,2017,51,19,2017,4,12,December,2,Tuesday,1
2017-12-20,2017-12-20,2017,51,20,2017,4,12,December,3,Wednesday,1
2017-12-21,2017-12-21,2017,51,21,2017,4,12,December,4,Thursday,1
2017-12-22,2017-12-22,2017,51,22,2017,4,12,December,5,Friday,1
2017-12-23,2017-12-23,2017,51,23,2017,4,12,December,6,Saturday,0
2017-12-24,2017-12-24,2017,52,24,2017,4,12,December,0,Sunday,0
2017-12-25,2017-12-25,2017,52,25,2017,4,12,December,1,Monday,1
2017-12-26,2017-12-26,2017,52,26,2017,4,12,December,2,Tuesday,1
2017-12-27,2017-12-27,2017,52,27,2017,4,12,December,3,Wednesday,1
2017-12-28,2017-12-28,2017,52,28,2017,4,12,December,4,Thursday,1
2017-12-29,2017-12-29,2017,52,29,2017,4,12,December,5,Friday,1
2017-12-30,2017-12-30,2017,52,30,2017,4,12,December,6,Saturday,0
2017-12-31,2017-12-31,2017,53,31,2017,4,12,December,0,Sunday,0
2018-01-01,2018-01-01,2018,0,1,2018,1,1,January,1,Monday,1
2018-01-02,2018-01-02,2018,0,2,2018,1,1,January,2,Tuesday,1
2018-01-03,2018-01-03,2018,0,3,2018,1,1,January,3,Wednesday,1
2018-01-04,2018-01-04,2018,0,4,2018,1,1,January,4,Thursday,1
2018-01-05,2018-01-05,2018,0,5,2018,1,1,January,5,Friday,1
2018-01-06,2018-01-06,2018,0,6,2018,1,1,January,6,Saturday,0
2018-01-07,2018-01-07,2018,1,7,2018,1,1,January,0,Sunday,0
2018-01-08,2018-01-08,2018,1,8,2018,1,1,January,1,Monday,1
2018-01-09,2018-01-09,2018,1,9,2018,1,1,January,2,Tuesday,1
2018-01-10,2018-01-10,2018,1,10,2018,1,1,January,3,Wednesday,1
2018-01-11,2018-01-11,2018,1,11,2018,1,1,January,4,Thursday,1
2018-01-12,2018-01-12,2018,1,12,2018,1,1,January,5,Friday,1
2018-01-13,2018-01-13,2018,1,13,2018,1,1,January,6,Saturday,0
2018-01-14,2018-01-14,2018,2,14,2018,1,1,January,0,Sunday,0
2018-01-15,2018-01-15,2018,2,15,2018,1,1,January,1,Monday,1
2018-01-16,2018-01-16,2018,2,16,2018,1,1,January,2,Tuesday,1
2018-01-17,2018-01-17,2018,2,17,2018,1,1,January,3,Wednesday,1
2018-01-18,2018-01-18,2018,2,18,2018,1,1,January,4,Thursday,1
2018-01-19,2018-01-19,2018,2,19,2018,1,1,January,5,Friday,1
2018-01-20,2018-01-20,2018,2,20,2018,1,1,January,6,Saturday,0
2018-01-21,2018-01-21,2018,3,21,2018,1,1,January,0,Sunday,0
2018-01-22,2018-01-22,2018,3,22,2018,1,1,January,1,Monday,1
2018-01-23,2018-01-23,2018,3,23,2018,1,1,January,2,Tuesday,1
2018-01-24,2018-01-24,2018,3,24,2018,1,1,January,3,Wednesday,1
2018-01-25,2018-01-25,2018,3,25,2018,1,1,January,4,Thursday,1
2018-01-26,2018-01-26,2018,3,26,2018,1,1,January,5,Friday,1
2018-01-27,2018-01-27,2018,3,27,2018,1,1,January,6,Saturday,0
2018-01-28,2018-01-28,2018,4,28,2018,1,1,January,0,Sunday,0
2018-01-29,2018-01-29,2018,4,29,2018,1,1,January,1,Monday,1
2018-01-30,2018-01-30,2018,4,30,2018,1,1,January,2,Tuesday,1
2018-01-31,2018-01-31,2018,4,31,2018,1,1,January,3,Wednesday,1
2018-02-01,2018-02-01,2018,4,1,2018,1,2,February,4,Thursday,1
2018-02-02,2018-02-02,2018,4,2,2018,1,2,February,5,Friday,1
2018-02-03,2018-02-03,2018,4,3,2018,1,2,February,6,Saturday,0
2018-02-04,2018-02-04,2018,5,4,2018,1,2,February,0,Sunday,0
2018-02-05,2018-02-05,2018,5,5,2018,1,2,February,1,Monday,1
2018-02-06,2018-02-06,2018,5,6,2018,1,2,February,2,Tuesday,1
2018-02-07,2018-02-07,2018,5,7,2018,1,2,February,3,Wednesday,1
2018-02-08,2018-02-08,2018,5,8,2018,1,2,February,4,Thursday,1
2018-02-09,2018-02-09,2018,5,9,2018,1,2,February,5,Friday,1
2018-02-10,2018-02-10,2018,5,10,2018,1,2,February,6,Saturday,0
2018-02-11,2018-02-11,2018,6,11,2018,1,2,February,0,Sunday,0
2018-02-12,2018-02-12,2018,6,12,2018,1,2,February,1,Monday,1
2018-02-13,2018-02-13,2018,6,13,2018,1,2,February,2,Tuesday,1
2018-02-14,2018-02-14,2018,6,14,2018,1,2,February,3,Wednesday,1
2018-02-15,2018-02-15,2018,6,15,2018,1,2,February,4,Thursday,1
2018-02-16,2018-02-16,2018,6,16,2018,1,2,February,5,Friday,1
2018-02-17,2018-02-17,2018,6,17,2018,1,2,February,6,Saturday,0
2018-02-18,2018-02-18,2018,7,18,2018,1,2,February,0,Sunday,0
2018-02-19,2018-02-19,2018,7,19,2018,1,2,February,1,Monday,1
2018-02-20,2018-02-20,2018,7,20,2018,1,2,February,2,Tuesday,1
2018-02-21,2018-02-21,2018,7,21,2018,1,2,February,3,Wednesday,1
2018-02-22,2018-02-22,2018,7,22,2018,1,2,February,4,Thursday,1
2018-02-23,2018-02-23,2018,7,23,2018,1,2,February,5,Friday,1
2018-02-24,2018-02-24,2018,7,24,2018,1,2,February,6,Saturday,0
2018-02-25,2018-02-25,2018,8,25,2018,1,2,February,0,Sunday,0
2018-02-26,2018-02-26,2018,8,26,2018,1,2,February,1,Monday,1
2018-02-27,2018-02-27,2018,8,27,2018,1,2,February,2,Tuesday,1
2018-02-28,2018-02-28,2018,8,28,2018,1,2,February,3,Wednesday,1
2018-03-01,2018-03-01,2018,8,1,2018,1,3,March,4,Thursday,1
2018-03-02,2018-03-02,2018,8,2,2018,1,3,March,5,Friday,1
2018-03-03,2018-03-03,2018,8,3,2018,1,3,March,6,Saturday,0
2018-03-04,2018-03-04,2018,9,4,2018,1,3,March,0,Sunday,0
2018-03-05,2018-03-05,2018,9,5,2018,1,3,March,1,Monday,1
2018-03-06,2018-03-06,2018,9,6,2018,1,3,March,2,Tuesday,1
2018-03-07,2018-03-07,2018,9,7,2018,1,3,March,3,Wednesday,1
2018-03-08,2018-03-08,2018,9,8,2018,1,3,March,4,Thursday,1
2018-03-09,2018-03-09,2018,9,9,2018,1,3,March,5,Friday,1
2018-03-10,2018-03-10,2018,9,10,2018,1,3,March,6,Saturday,0
2018-03-11,2018-03-11,2018,10,11,2018,1,3,March,0,Sunday,0
2018-03-12,2018-03-12,2018,10,12,2018,1,3,March,1,Monday,1
2018-03-13,2018-03-13,2018,10,13,2018,1,3,March,2,Tuesday,1
2018-03-14,2018-03-14,2018,10,14,2018,1,3,March,3,Wednesday,1
2018-03-15,2018-03-15,2018,10,15,2018,1,3,March,4,Thursday,1
2018-03-16,2018-03-16,2018,10,16,2018,1,3,March,5,Friday,1
2018-03-17,2018-03-17,2018,10,17,2018,1,3,March,6,Saturday,0
2018-03-18,2018-03-18,2018,11,18,2018,1,3,March,0,Sunday,0
2018-03-19,2018-03-19,2018,11,19,2018,1,3,March,1,Monday,1
2018-03-20,2018-03-20,2018,11,20,2018,1,3,March,2,Tuesday,1
2018-03-21,2018-03-21,2018,11,21,2018,1,3,March,3,Wednesday,1
2018-03-22,2018-03-22,2018,11,22,2018,1,3,March,4,Thursday,1
2018-03-23,2018-03-23,2018,11,23,2018,1,3,March,5,Friday,1
2018-03-24,2018-03-24,2018,11,24,2018,1,3,March,6,Saturday,0
2018-03-25,2018-03-25,2018,12,25,2018,1,3,March,0,Sunday,0
2018-03-26,2018-03-26,2018,12,26,2018,1,3,March,1,Monday,1
2018-03-27,2018-03-27,2018,12,27,2018,1,3,March,2,Tuesday,1
2018-03-28,2018-03-28,2018,12,28,2018,1,3,March,3,Wednesday,1
2018-03-29,2018-03-29,2018,12,29,2018,1,3,March,4,Thursday,1
2018-03-30,2018-03-30,2018,12,30,2018,1,3,March,5,Friday,1
2018-03-31,2018-03-31,2018,12,31,2018,1,3,March,6,Saturday,0
2018-04-01,2018-04-01,2018,13,1,2018,2,4,April,0,Sunday,0
2018-04-02,2018-04-02,2018,13,2,2018,2,4,April,1,Monday,1
2018-04-03,2018-04-03,2018,13,3,2018,2,4,April,2,Tuesday,1
2018-04-04,2018-04-04,2018,13,4,2018,2,4,April,3,Wednesday,1
2018-04-05,2018-04-05,2018,13,5,2018,2,4,April,4,Thursday,1
2018-04-06,2018-04-06,2018,13,6,2018,2,4,April,5,Friday,1
2018-04-07,2018-04-07,2018,13,7,2018,2,4,April,6,Saturday,0
2018-04-08,2018-04-08,2018,14,8,2018,2,4,April,0,Sunday,0
2018-04-09,2018-04-09,2018,14,9,2018,2,4,April,1,Monday,1
2018-04-10,2018-04-10,2018,14,10,2018,2,4,April,2,Tuesday,1
2018-04-11,2018-04-11,2018,14,11,2018,2,4,April,3,Wednesday,1
2018-04-12,2018-04-12,2018,14,12,2018,2,4,April,4,Thursday,1
2018-04-13,2018-04-13,2018,14,13,2018,2,4,April,5,Friday,1
2018-04-14,2018-04-14,2018,14,14,2018,2,4,April,6,Saturday,0
2018-04-15,2018-04-15,2018,15,15,2018,2,4,April,0,Sunday,0
2018-04-16,2018-04-16,2018,15,16,2018,2,4,April,1,Monday,1
2018-04-17,2018-04-17,2018,15,17,2018,2,4,April,2,Tuesday,1
2018-04-18,2018-04-18,2018,15,18,2018,2,4,April,3,Wednesday,1
2018-04-19,2018-04-19,2018,15,19,2018,2,4,April,4,Thursday,1
2018-04-20,2018-04-20,2018,15,20,2018,2,4,April,5,Friday,1
2018-04-21,2018-04-21,2018,15,21,2018,2,4,April,6,Saturday,0
2018-04-22,2018-04-22,2018,16,22,2018,2,4,April,0,Sunday,0
2018-04-23,2018-04-23,2018,16,23,2018,2,4,April,1,Monday,1
2018-04-24,2018-04-24,2018,16,24,2018,2,4,April,2,Tuesday,1
2018-04-25,2018-04-25,2018,16,25,2018,2,4,April,3,Wednesday,1
2018-04-26,2018-04-26,2018,16,26,2018,2,4,April,4,Thursday,1
2018-04-27,2018-04-27,2018,16,27,2018,2,4,April,5,Friday,1
2018-04-28,2018-04-28,2018,16,28,2018,2,4,April,6,Saturday,0
2018-04-29,2018-04-29,2018,17,29,2018,2,4,April,0,Sunday,0
2018-04-30,2018-04-30,2018,17,30,2018,2,4,April,1,Monday,1
2018-05-01,2018-05-01,2018,17,1,2018,2,5,May,2,Tuesday,1
2018-05-02,2018-05-02,2018,17,2,2018,2,5,May,3,Wednesday,1
2018-05-03,2018-05-03,2018,17,3,2018,2,5,May,4,Thursday,1
2018-05-04,2018-05-04,2018,17,4,2018,2,5,May,5,Friday,1
2018-05-05,2018-05-05,2018,17,5,2018,2,5,May,6,Saturday,0
2018-05-06,2018-05-06,2018,18,6,2018,2,5,May,0,Sunday,0
2018-05-07,2018-05-07,2018,18,7,2018,2,5,May,1,Monday,1
2018-05-08,2018-05-08,2018,18,8,2018,2,5,May,2,Tuesday,1
2018-05-09,2018-05-09,2018,18,9,2018,2,5,May,3,Wednesday,1
2018-05-10,2018-05-10,2018,18,10,2018,2,5,May,4,Thursday,1
2018-05-11,2018-05-11,2018,18,11,2018,2,5,May,5,Friday,1
2018-05-12,2018-05-12,2018,18,12,2018,2,5,May,6,Saturday,0
2018-05-13,2018-05-13,2018,19,13,2018,2,5,May,0,Sunday,0
2018-05-14,2018-05-14,2018,19,14,2018,2,5,May,1,Monday,1
2018-05-15,2018-05-15,2018,19,15,2018,2,5,May,2,Tuesday,1
2018-05-16,2018-05-16,2018,19,16,2018,2,5,May,3,Wednesday,1
2018-05-17,2018-05-17,2018,19,17,2018,2,5,May,4,Thursday,1
2018-05-18,2018-05-18,2018,19,18,2018,2,5,May,5,Friday,1
2018-05-19,2018-05-19,2018,19,19,2018,2,5,May,6,Saturday,0
2018-05-20,2018-05-20,2018,20,20,2018,2,5,May,0,Sunday,0
2018-05-21,2018-05-21,2018,20,21,2018,2,5,May,1,Monday,1
2018-05-22,2018-05-22,2018,20,22,2018,2,5,May,2,Tuesday,1
2018-05-23,2018-05-23,2018,20,23,2018,2,5,May,3,Wednesday,1
2018-05-24,2018-05-24,2018,20,24,2018,2,5,May,4,Thursday,1
2018-05-25,2018-05-25,2018,20,25,2018,2,5,May,5,Friday,1
2018-05-26,2018-05-26,2018,20,26,2018,2,5,May,6,Saturday,0
2018-05-27,2018-05-27,2018,21,27,2018,2,5,May,0,Sunday,0
2018-05-28,2018-05-28,2018,21,28,2018,2,5,May,1,Monday,1
2018-05-29,2018-05-29,2018,21,29,2018,2,5,May,2,Tuesday,1
2018-05-30,2018-05-30,2018,21,30,2018,2,5,May,3,Wednesday,1
2018-05-31,2018-05-31,2018,21,31,2018,2,5,May,4,Thursday,1
2018-06-01,2018-06-01,2018,21,1,2018,2,6,June,5,Friday,1
2018-06-02,2018-06-02,2018,21,2,2018,2,6,June,6,Saturday,0
2018-06-03,2018-06-03,2018,22,3,2018,2,6,June,0,Sunday,0
2018-06-04,2018-06-04,2018,22,4,2018,2,6,June,1,Monday,1
2018-06-05,2018-06-05,2018,22,5,2018,2,6,June,2,Tuesday,1
2018-06-06,2018-06-06,2018,22,6,2018,2,6,June,3,Wednesday,1
2018-06-07,2018-06-07,2018,22,7,2018,2,6,June,4,Thursday,1
2018-06-08,2018-06-08,2018,22,8,2018,2,6,June,5,Friday,1
2018-06-09,2018-06-09,2018,22,9,2018,2,6,June,6,Saturday,0
2018-06-10,2018-06-10,2018,23,10,2018,2,6,June,0,Sunday,0
2018-06-11,2018-06-11,2018,23,11,2018,2,6,June,1,Monday,1
2018-06-12,2018-06-12,2018,23,12,2018,2,6,June,2,Tuesday,1
2018-06-13,2018-06-13,2018,23,13,2018,2,6,June,3,Wednesday,1
2018-06-14,2018-06-14,2018,23,14,2018,2,6,June,4,Thursday,1
2018-06-15,2018-06-15,2018,23,15,2018,2,6,June,5,Friday,1
2018-06-16,2018-06-16,2018,23,16,2018,2,6,June,6,Saturday,0
2018-06-17,2018-06-17,2018,24,17,2018,2,6,June,0,Sunday,0
2018-06-18,2018-06-18,2018,24,18,2018,2,6,June,1,Monday,1
2018-06-19,2018-06-19,2018,24,19,2018,2,6,June,2,Tuesday,1
2018-06-20,2018-06-20,2018,24,20,2018,2,6,June,3,Wednesday,1
2018-06-21,2018-06-21,2018,24,21,2018,2,6,June,4,Thursday,1
2018-06-22,2018-06-22,2018,24,22,2018,2,6,June,5,Friday,1
2018-06-23,2018-06-23,2018,24,23,2018,2,6,June,6,Saturday,0
2018-06-24,2018-06-24,2018,25,24,2018,2,6,June,0,Sunday,0
2018-06-25,2018-06-25,2018,25,25,2018,2,6,June,1,Monday,1
2018-06-26,2018-06-26,2018,25,26,2018,2,6,June,2,Tuesday,1
